Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
肤色,Skin Color,肤色,,,,,,色,색상
脸型,Face Shape,脸型,,,,,,顔の形,얼굴 모양
眼睛,Eyes,眼睛,,,,,,目,눈
眉毛,Eyebrows,眉毛,,,,,,眉,눈썹
妆容,Makeup,妆容,,,,,,補う,조립
头发,Hair,头发,,,,,,髪,머리카락
上衣,Top,上衣,,,,,,上衣,재킷
下衣,Bottom,下衣,,,,,,ボトムス,하의
鞋子,Shoes,鞋子,,,,,,靴,구두
手套,Gloves,手套,,,,,,手袋,장갑
宠物,Pets,宠物,,,,,,ペット,애완 동물
饰品,Accessories,饰品,,,,,,アクセサリー,부속품
瞳孔贴花,Pupil Decal,瞳孔贴花,,,,,,瞳デカール,동공 데칼
上高光,Upper Highlight,上高光,,,,,,ハイライト,가장 밝은 부분
下高光,Lower Highlight,下高光,,,,,,ハイライト,가장 밝은 부분
睫毛,Eyelashes,睫毛,,,,,,まつげ,속눈썹
腮红,Blush,腮红,,,,,,赤面,붉히다
口红,Lipstick,口红,,,,,,口紅,입술 연지
面部彩绘,Face Painting,面部彩绘,,,,,,フェイスペインティング,페이스 페인팅
整体发型,Integral Hair,整体发型,,,,,,全体的な髪型,전체적인 헤어스타일
后发,Latecomer,后发,,,,,,遅発性,늦은 발병
左手,Left Hand,左手,,,,,,左手,왼손
右手,Right Hand,右手,,,,,,右手,오른손
背饰,Wings,背饰,,,,,,背面装飾,뒷면 장식
头饰,Headgear,头饰,,,,,,ヘッドギア,머리 장식
面饰,Face Decor,面饰,,,,,,表面装飾,표면 장식
臀部,Butt,臀部,,,,,,お尻,엉덩이
肩部,Shoulders,肩部,,,,,,肩部,어깨
特效,Effects,特效,,,,,,特撮,특수 효과
耳饰,Earrings,耳饰,,,,,,イヤリング,귀걸이
此功能未开启,This function is not enabled,此功能未开启,,,,,,この機能は有効になっていない,이 기능은 활성화되어 있지 않습니다.
{0}倍,{0} x,{0}倍,,,,,,{0}倍,{0}배율(승수)
调色板,Palette,调色板,,,,,,カラーパレット,색상 팔레트
部位 {0},Part {0},部位 {0},,,,,,部位 {0},장소 {0}
这个{0}不支持调色,This {0} does not support toning,这个{0}不支持调色,,,,,,この{0}はカラーミキシングをサポートしていません。,이 {0}는 색상 혼합을 지원하지 않습니다.
左瞳孔颜色,Left Pupil Color,左瞳孔颜色,,,,,,左瞳孔の色,왼쪽 동공 색상
右瞳孔颜色,Right Pupil Color,右瞳孔颜色,,,,,,右瞳孔の色,오른쪽 동공 색상
单色,Monochrome,单色,,,,,,カラープリント,컬러 인쇄
发顶色,Hair Top Color,发顶色,,,,,,トパーズ,토파즈
发尾色,Hairtail,发尾色,,,,,,毛色,머리 색깔
免费保存,Save for Free,免费保存,,,,,,無料セービング,무료 저장
重置平台形象失败,Failed to reset platform avatar,重置平台形象失败,,,,,,プラットフォーム・イメージのリセットに失敗しました,플랫폼 이미지 재설정에 실패했습니다.
保存{0}颜色,Save {0}color,保存{0}颜色,,,,,,{0}カラーを保存,저장 {0}색상
是否保存当前角色形象,Save current character appearance?,是否保存当前角色形象,,,,,,現在の文字画像を保存するかどうか,현재 캐릭터 이미지 저장 여부
关闭提示,Close Prompt,关闭提示,,,,,,プロンプトを閉じる,프롬프트 닫기
保存成功,Save successfully,保存成功,,,,,,正常に保存されました,성공적으로 저장되었습니다
重置成功,Reset successful!,重置成功,,,,,,リセット成功,재설정 성공
切换成功,Switch successful,切换成功,,,,,,スイッチング成功,전환 성공
是否保留当前颜色,Preserve current color?,是否保留当前颜色,,,,,,現在の色を維持するかどうか,현재 색상을 유지할지 여부
保留,Reserve,保留,,,,,,予約する,예약하다
不保留,Not Reserved,不保留,,,,,,予約不可,비예약
日常造型1,Daily Shape 1,日常造型1,,,,,,エブリデイ・スタイリング 1,일상 스타일링 1
布偶造型,Puppet Styling,布偶造型,,,,,,マペットの形,머펫 모양
英雄造型,Hero Styling,英雄造型,,,,,,ヒーロールック,영웅의 모습
幻想造型,Fantasy Styling,幻想造型,,,,,,ファンタジーな外観,판타지한 모습
节日造型,Festive Styling,节日造型,,,,,,ホリデールック,홀리데이 룩
科幻造型,Sci-Fi Styling,科幻造型,,,,,,SF 風の外観,공상 과학적인 모습
古代造型,Ancient Styling,古代造型,,,,,,古代のスタイル,고대 스타일
长单件,Long Piece,长单件,,,,,,ロングアイテム,긴 항목
短外套,Short Outfit,短外套,,,,,,ショートジャケット,쇼트 재킷
短单件,Short Piece,短单件,,,,,,ショートアイテム,짧은 항목
长外套,Long coat,长外套,,,,,,ロングコート,롱 코트
短裙,Skirt,短裙,,,,,,短いスカート,짧은 치마
长裤,Long Trousers,长裤,,,,,,ハァハァ,pant
短裤,Shorts,短裤,,,,,,ニーブリーチ,무릎 바지
长裙,Long Skirt,长裙,,,,,,ロングスカート,롱 스커트
裤袜,Pantyhose,裤袜,,,,,,パンスト,팬티스타킹
手套饰品,Glove Accessories,手套饰品,,,,,,グローブ・ジュエリー,장갑 쥬얼리
日常鞋,Daily Shoes,日常鞋,,,,,,デイリーシューズ,일상 신발
靴子,Boots,靴子,,,,,,グローブ,부츠
足套,Footgear,足套,,,,,,履物,신발
裸饰,Nude Decor,裸饰,,,,,,ヌードオーナメント,누드 장식
高跟鞋,High Heels,高跟鞋,,,,,,ハイヒール,하이힐
运动鞋,Sneaker,运动鞋,,,,,,スニーカー,운동화
日常造型2,Daily Shape 2,日常造型2,,,,,,エブリデイ・スタイリング 2,일상 스타일링 2
未上榜,Not listed,未上榜,,,,,,リストに載っていない,목록에 없음
等级,Level,等级,,,,,,学年,등급
等级全服前{0}名,Level Global Top{0},等级全服前{0}名,,,,,,全サービスにおけるトップ{0},전체 서비스에서 상위 {0}순위
"t know what to do"",""这里是你本局的目标，不知道做什么的话就看一下这里吧"",null],[10003,""Guide_GuideContent_10003"",""Survive to win~"",""努力活下来才能够获得胜利~"",null],[10004,""Guide_GuideContent_10004"",""Here is the energy ball:"",""这是能量球："",null],[10005,""Guide_GuideContent_10005"",""Collect them all to get a protective shield"",""集齐能量球，可以获得一层保护壳"",null],[10006,""Guide_GuideContent_10006"",""This is your goal in this round, achieve it before the game ends to win"",""这里是你本局的目标，在对局结束前完成目标才能获得胜利"",null],[10007,""Guide_GuideContent_10007"",""This is your goal in this round, achieve it before the game ends to win"",""这里是你本局的目标，在对局结束前完成目标才能获得胜利"",null],[10008,""Guide_GuideContent_10008"",""You have a new goal, to defeat the Murderer and protect the Students"",""你有了新的目标，击杀凶手，保护学生"",null],[10009,""Guide_GuideContent_10009"",""This is what you are playing in this round"",""这里是本局中你的身份"",null],[10010,""Guide_GuideContent_10010"",""This is what you are playing in this round"",""这里是本局中你的身份"",null],[10011,""Guide_GuideContent_10011"",""Congratulation! You just picked up the weapon and you",,"t know what to do"",""这里是你本局的目标，不知道做什么的话就看一下这里吧"",null],[10003,""Guide_GuideContent_10003"",""Survive to win~"",""努力活下来才能够获得胜利~"",null],[10004,""Guide_GuideContent_10004"",""Here is the energy ball:"",""这是能量球："",null],[10005,""Guide_GuideContent_10005"",""Collect them all to get a protective shield"",""集齐能量球，可以获得一层保护壳"",null],[10006,""Guide_GuideContent_10006"",""This is your goal in this round, achieve it before the game ends to win"",""这里是你本局的目标，在对局结束前完成目标才能获得胜利"",null],[10007,""Guide_GuideContent_10007"",""This is your goal in this round, achieve it before the game ends to win"",""这里是你本局的目标，在对局结束前完成目标才能获得胜利"",null],[10008,""Guide_GuideContent_10008"",""You have a new goal, to defeat the Murderer and protect the Students"",""你有了新的目标，击杀凶手，保护学生"",null],[10009,""Guide_GuideContent_10009"",""This is what you are playing in this round"",""这里是本局中你的身份"",null],[10010,""Guide_GuideContent_10010"",""This is what you are playing in this round"",""这里是本局中你的身份"",null],[10011,""Guide_GuideContent_10011"",""Congratulation! You just picked up the weapon and you",,,,,,,
"s not ready yet, please wait a little longer to get it~"",""时间还没到，再等一下才能获得哦~"",null],[30058,""Tips_Content_20004"",""You",,"s not ready yet, please wait a little longer to get it~"",""时间还没到，再等一下才能获得哦~"",null],[30058,""Tips_Content_20004"",""You",,,,,,,
"t trust anyone who tries to get close to you, they are dangerous, always stay alert.\n3. If you are a student, try to survive!"",""1.如果你是杀手/侦探，请尽量不要暴露自己的身份\n2.不要相信任何试图靠近你的人，他们很危险，时刻保持警惕\n3.假如你是平民，那么努力活下来吧"",""文本长度尽量和中文一致""],[90016,""Text_Content_20039"",""Murderer Tutorial"",""凶手教学"",null],[90017,""Text_Content_20040"",""Detective Tutorial"",""侦探教学"",null],[90018,""Text_Content_20041"",""Tips"",""温馨提示"",null],[90019,""Tips_Content_20009"",""The murderer defeated you."",""凶手淘汰了你"",null],[90020,""Tips_Content_20010"",""Wrong target, you",,"t trust anyone who tries to get close to you, they are dangerous, always stay alert.\n3. If you are a student, try to survive!"",""1.如果你是杀手/侦探，请尽量不要暴露自己的身份\n2.不要相信任何试图靠近你的人，他们很危险，时刻保持警惕\n3.假如你是平民，那么努力活下来吧"",""文本长度尽量和中文一致""],[90016,""Text_Content_20039"",""Murderer Tutorial"",""凶手教学"",null],[90017,""Text_Content_20040"",""Detective Tutorial"",""侦探教学"",null],[90018,""Text_Content_20041"",""Tips"",""温馨提示"",null],[90019,""Tips_Content_20009"",""The murderer defeated you."",""凶手淘汰了你"",null],[90020,""Tips_Content_20010"",""Wrong target, you",,,,,,,
"s Passive Ability] When you pull out your knife, your movement speed is increased by 10% faster than usual."",""【杀手被动能力】\n当你掏出你的刀时，你的移动速度会比平时更快，提升10％"",null],[90036,""SkillShop_Description_10002"",""[Murderer",,"s Passive Ability] When you pull out your knife, your movement speed is increased by 10% faster than usual."",""【杀手被动能力】\n当你掏出你的刀时，你的移动速度会比平时更快，提升10％"",null],[90036,""SkillShop_Description_10002"",""[Murderer",,,,,,,
"t trust anyone.\nEveryone can be dangerous!"",""不要轻易暴露自己的身份\n远离那些试图靠近你的人\n不要相信任何人\n每个人都可能很危险!"",null],[100033,""Text_World2"",""Pull out your pistol and tap the screen to fire\nFind the hidden killer and defeat him!\nDon",,"t trust anyone.\nEveryone can be dangerous!"",""不要轻易暴露自己的身份\n远离那些试图靠近你的人\n不要相信任何人\n每个人都可能很危险!"",null],[100033,""Text_World2"",""Pull out your pistol and tap the screen to fire\nFind the hidden killer and defeat him!\nDon",,,,,,,
"s Reward"",""明日奖励"",null],[100041,""Text_Task6"",""Free Online {0} Minutes ({1}/{2})"",""在线{0}分钟免费领取({1}/{2})"",null],[100042,""Text_Task7"",""Receive successfully, open the shop to use"",""领取成功、打开商店使用"",null],[100043,""Text_SoldouttodayPleaseReplaceWithOtherProductsToPurchase"",""Sold Out Today, Please Replace With Other Products To Purchase"",""今日已售空,请更换其他商品购买"",null],[100044,""Text_Rechargediamonds"",""Recharge"",""充值广告券"",null],[100045,""Text_Nopurchaserestrictions"",""No purchase Restrictions"",""不限购"",null],[100046,""Text_Soldouttoday"",""Sold Out Today"",""今日已售空"",null],[100047,""Text_Limitedtoonepurchaseperday"",""Limited To One Purchase Per Day"",""每天限购一次"",null],[100048,""Text_AdvertisingCoupon"",""Coupon"",""广告券"",null],[100049,""Text_TipsTooFast"",""Don",,"s Reward"",""明日奖励"",null],[100041,""Text_Task6"",""Free Online {0} Minutes ({1}/{2})"",""在线{0}分钟免费领取({1}/{2})"",null],[100042,""Text_Task7"",""Receive successfully, open the shop to use"",""领取成功、打开商店使用"",null],[100043,""Text_SoldouttodayPleaseReplaceWithOtherProductsToPurchase"",""Sold Out Today, Please Replace With Other Products To Purchase"",""今日已售空,请更换其他商品购买"",null],[100044,""Text_Rechargediamonds"",""Recharge"",""充值广告券"",null],[100045,""Text_Nopurchaserestrictions"",""No purchase Restrictions"",""不限购"",null],[100046,""Text_Soldouttoday"",""Sold Out Today"",""今日已售空"",null],[100047,""Text_Limitedtoonepurchaseperday"",""Limited To One Purchase Per Day"",""每天限购一次"",null],[100048,""Text_AdvertisingCoupon"",""Coupon"",""广告券"",null],[100049,""Text_TipsTooFast"",""Don",,,,,,,
